指令,模型名称,提示词方法,解析成功率,解析正确率,响应时间(s),解析结果,错误信息,错误类型,复杂度分级,意图标签,意图识别准确率,参数抽取准确率,合法JSON率,参数匹配F1,失败兜底成功率,area_正确率,drone_num_正确率,path_正确率,has_obstacle_正确率,obstacle_position_正确率,height_正确率
默认地块巡检，3 台无人机，默认高度和路径,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7995,"{""area"": ""default"", ""drone_num"": 3, ""path"": ""default"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": ""default""}",,类型错误: height(str≠int),简单,巡检,False,0.5,False,0.4,False,False,True,False,True,True,False
默认地块巡检，3 台无人机，默认高度和路径,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.5403,"{""area"": ""default"", ""drone_num"": 3, ""path"": ""default"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": ""default""}",,类型错误: height(str≠int),简单,巡检,False,0.5,False,0.4,False,False,True,False,True,True,False
我要对 A01 地块巡检！！！使用 3 台无人机（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.6416,"{""area"": ""A01"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,噪声,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
我要对 A01 地块巡检！！！使用 3 台无人机（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.0779,"{""area"": ""A01"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,噪声,巡检,True,1.0,True,1.0,False,True,True,True,True,True,True
我要对 A01 地块巡检！！！使用 3 台无人机（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.4175,"{""area"": ""A01"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,噪声,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
我要对 A01 地块巡检！！！使用 3 台无人机（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.428,"{""area"": ""A01"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,噪声,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
我要对 A01 地块巡检！！！使用 3 台无人机（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.9341,"{""area"": ""A01"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": [0, 0, 200, 150], ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,噪声,巡检,True,1.0,True,1.0,False,True,True,True,True,True,True
巡检 B02 地块 高度大概 8 米左右 有障碍 自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7269,"{""area"": ""B02"", ""drone_num"": 1, ""path"": ""auto_avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,path",噪声,巡检,False,0.6667,False,0.6,False,True,False,False,True,True,True
巡检 B02 地块 高度大概 8 米左右 有障碍 自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.5028,"{""area"": ""B02"", ""drone_num"": 1, ""path"": ""auto_avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,path",噪声,巡检,False,0.6667,False,0.6,False,True,False,False,True,True,True
巡检 B02 地块 高度大概 8 米左右 有障碍 自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7219,"{""area"": ""B02"", ""drone_num"": 1, ""path"": ""auto_avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,path",噪声,巡检,False,0.6667,False,0.6,False,True,False,False,True,True,True
巡检 B02 地块 高度大概 8 米左右 有障碍 自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.299,"{""area"": ""B02"", ""drone_num"": 1, ""path"": ""auto_avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,path",噪声,巡检,False,0.6667,False,0.6,False,True,False,False,True,True,True
巡检 B02 地块 高度大概 8 米左右 有障碍 自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7212,"{""area"": ""B02"", ""drone_num"": 1, ""path"": ""auto_avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,path",噪声,巡检,False,0.6667,False,0.6,False,True,False,False,True,True,True
"A01 B02 地块 各 2 台 网格路径 11 米 有障碍 (50,80)",doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7366,"{""area"": ""A01 B02"", ""drone_num"": 2, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 11}",'tuple' object has no attribute '__name__',API调用失败,复杂,未知,False,0.5,False,0.5,False,False,False,True,True,False,True
"A01 B02 地块 各 2 台 网格路径 11 米 有障碍 (50,80)",doubao-1-5-pro-32k-250115,普通提示词,True,False,3.0237,"{""area"": ""A01 B02"", ""drone_num"": 2, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 11}",'tuple' object has no attribute '__name__',API调用失败,复杂,未知,False,0.5,False,0.5,False,False,False,True,True,False,True
"A01 B02 地块 各 2 台 网格路径 11 米 有障碍 (50,80)",doubao-1-5-pro-32k-250115,普通提示词,True,False,2.3852,"{""area"": ""A01 B02"", ""drone_num"": 2, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 11}",'tuple' object has no attribute '__name__',API调用失败,复杂,未知,False,0.5,False,0.5,False,False,False,True,True,False,True
"A01 B02 地块 各 2 台 网格路径 11 米 有障碍 (50,80)",doubao-1-5-pro-32k-250115,普通提示词,True,False,2.7818,"{""area"": ""A01 B02"", ""drone_num"": 2, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 11}",'tuple' object has no attribute '__name__',API调用失败,复杂,未知,False,0.5,False,0.5,False,False,False,True,True,False,True
"A01 B02 地块 各 2 台 网格路径 11 米 有障碍 (50,80)",doubao-1-5-pro-32k-250115,普通提示词,True,False,3.3167,"{""area"": ""A01 B02"", ""drone_num"": 2, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 11}",'tuple' object has no attribute '__name__',API调用失败,复杂,未知,False,0.5,False,0.5,False,False,False,True,True,False,True
巡检 C03 地块 高度 十米 无人机 三台 之字形,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.2306,"{""area"": ""C03"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,简单,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
巡检 C03 地块 高度 十米 无人机 三台 之字形,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.6921,"{""area"": ""C03"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,简单,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
巡检 C03 地块 高度 十米 无人机 三台 之字形,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.7966,"{""area"": ""C03"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,简单,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
巡检 C03 地块 高度 十米 无人机 三台 之字形,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.1964,"{""area"": ""C03"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,简单,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
巡检 C03 地块 高度 十米 无人机 三台 之字形,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.0006,"{""area"": ""C03"", ""drone_num"": 3, ""path"": ""zigzag"", ""area_bounds"": null, ""has_obstacle"": false, ""obstacle_position"": null, ""height"": 10}",,,简单,巡检,True,1.0,False,1.0,False,True,True,True,True,True,True
E05 地块有电线杆 坐标 50 和 80 绕开 高度 10 米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.9031,"{""area"": ""E05"", ""drone_num"": 1, ""path"": ""avoid_obstacle"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 10}",,"数值错误: drone_num,path",简单,未知,True,0.6667,False,0.6667,False,True,False,False,True,True,True
E05 地块有电线杆 坐标 50 和 80 绕开 高度 10 米,doubao-1-5-pro-32k-250115,普通提示词,True,False,3.1433,"{""area"": ""E05"", ""drone_num"": 1, ""path"": ""avoid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 10}",,"数值错误: drone_num,path",简单,未知,True,0.6667,False,0.6667,False,True,False,False,True,True,True
E05 地块有电线杆 坐标 50 和 80 绕开 高度 10 米,doubao-1-5-pro-32k-250115,普通提示词,True,False,3.4951,"{""area"": ""E05"", ""drone_num"": 1, ""path"": ""avoid_obstacle"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 10}",,"数值错误: drone_num,path",简单,未知,True,0.6667,False,0.6667,False,True,False,False,True,True,True
E05 地块有电线杆 坐标 50 和 80 绕开 高度 10 米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.6436,"{""area"": ""E05"", ""drone_num"": 1, ""path"": ""avoid_obstacle"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 10}",,"数值错误: drone_num,path",简单,未知,True,0.6667,False,0.6667,False,True,False,False,True,True,True
E05 地块有电线杆 坐标 50 和 80 绕开 高度 10 米,doubao-1-5-pro-32k-250115,普通提示词,True,False,3.1611,"{""area"": ""E05"", ""drone_num"": 1, ""path"": ""avoid_obstacle"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": [50, 80], ""height"": 10}",,"数值错误: drone_num,path",简单,未知,True,0.6667,False,0.6667,False,True,False,False,True,True,True
C08地块病虫害检测，4台无人机，grid路径，高度7米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.1098,"{""area"": ""C08"", ""drone_num"": 4, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,,中等 + 噪声,病虫害检测,False,0.8571,False,1.0,False,True,True,True,True,True,True
C08地块病虫害检测，4台无人机，grid路径，高度7米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.5169,"{""area"": ""C08"", ""drone_num"": 4, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,,中等 + 噪声,病虫害检测,False,0.8571,False,1.0,False,True,True,True,True,True,True
C08地块病虫害检测，4台无人机，grid路径，高度7米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.4343,"{""area"": ""C08"", ""drone_num"": 4, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,,中等 + 噪声,病虫害检测,False,0.8571,False,1.0,False,True,True,True,True,True,True
C08地块病虫害检测，4台无人机，grid路径，高度7米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,2.3481,"{""area"": ""C08"", ""drone_num"": 4, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,,中等 + 噪声,病虫害检测,False,0.8571,False,1.0,False,True,True,True,True,True,True
C08地块病虫害检测，4台无人机，grid路径，高度7米，有障碍物！！！（紧急）,doubao-1-5-pro-32k-250115,普通提示词,True,True,3.3275,"{""area"": ""C08"", ""drone_num"": 4, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,,中等 + 噪声,病虫害检测,False,0.8571,False,1.0,False,True,True,True,True,True,True
F05地块巡检，grid路径，有树木障碍，高度8米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.6609,"{""area"": ""F05"", ""drone_num"": null, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,类型错误: drone_num(NoneType≠int),中等,巡检,False,0.5714,False,0.6667,False,True,False,True,False,True,True
F05地块巡检，grid路径，有树木障碍，高度8米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.9722,"{""area"": ""F05"", ""drone_num"": 1, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,area_bounds,has_obstacle",中等,巡检,False,0.5714,False,0.6,False,True,False,True,False,True,True
F05地块巡检，grid路径，有树木障碍，高度8米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.614,"{""area"": ""F05"", ""drone_num"": 1, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,area_bounds,has_obstacle",中等,巡检,False,0.5714,False,0.6,False,True,False,True,False,True,True
F05地块巡检，grid路径，有树木障碍，高度8米,doubao-1-5-pro-32k-250115,普通提示词,True,False,3.3983,"{""area"": ""F05"", ""drone_num"": 1, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,area_bounds,has_obstacle",中等,巡检,False,0.5714,False,0.6,False,True,False,True,False,True,True
F05地块巡检，grid路径，有树木障碍，高度8米,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.4953,"{""area"": ""F05"", ""drone_num"": 1, ""path"": ""grid"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 8}",,"数值错误: drone_num,area_bounds,has_obstacle",中等,巡检,False,0.5714,False,0.6,False,True,False,True,False,True,True
A01地块先巡检后喷药，6 台无人机，圆形(round)路径，高度7米，发现障碍自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.9443,"{""area"": ""A01"", ""drone_num"": 6, ""path"": ""round"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,"数值错误: drone_num,area_bounds",中等,巡检,False,0.7143,False,0.8,False,True,False,True,True,True,True
A01地块先巡检后喷药，6 台无人机，圆形(round)路径，高度7米，发现障碍自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,1.9761,"{""area"": ""A01"", ""drone_num"": 6, ""path"": ""round"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,"数值错误: drone_num,area_bounds",中等,巡检,False,0.7143,False,0.8,False,True,False,True,True,True,True
A01地块先巡检后喷药，6 台无人机，圆形(round)路径，高度7米，发现障碍自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.5696,"{""area"": ""A01"", ""drone_num"": 6, ""path"": ""round"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,"数值错误: drone_num,area_bounds",中等,巡检,False,0.7143,False,0.8,False,True,False,True,True,True,True
A01地块先巡检后喷药，6 台无人机，圆形(round)路径，高度7米，发现障碍自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.4719,"{""area"": ""A01"", ""drone_num"": 6, ""path"": ""round"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,"数值错误: drone_num,area_bounds",中等,巡检,False,0.7143,False,0.8,False,True,False,True,True,True,True
A01地块先巡检后喷药，6 台无人机，圆形(round)路径，高度7米，发现障碍自动绕开,doubao-1-5-pro-32k-250115,普通提示词,True,False,2.4693,"{""area"": ""A01"", ""drone_num"": 6, ""path"": ""round"", ""area_bounds"": null, ""has_obstacle"": true, ""obstacle_position"": null, ""height"": 7}",,"数值错误: drone_num,area_bounds",中等,巡检,False,0.7143,False,0.8,False,True,False,True,True,True,True
